id,name,score,salary
2687,User2687,73.56,43067
2688,User2688,71.95,71386
2689,User2689,64.7,53361
2690,User2690,73.77,48352
2691,User2691,71.38,68048
2692,User2692,60.72,93386
2693,User2693,70.07,91973
2694,User2694,94.17,92463
2695,User2695,84.31,98155
2696,User2696,82.86,28348
2697,User2697,94.05,39675
2698,User2698,89.49,26384
2699,User2699,98.48,85968
2700,User2700,61.95,50733
2701,User2701,98.92,38977
2702,User2702,86.14,82916
2703,User2703,95.78,89893
2704,User2704,69.59,28443
2705,User2705,85.24,26440
2706,User2706,61.8,27056
2707,User2707,99.09,53441
2708,User2708,87.01,79335
2709,User2709,72.52,39490
2710,User2710,60.71,63454
2711,User2711,72.13,76796
2712,User2712,76.42,28325
2713,User2713,72.14,99999
2714,User2714,65.14,31903
2715,User2715,69.49,53602
2716,User2716,71.54,27438
2717,User2717,63.33,62824
2718,User2718,76.95,83822
2719,User2719,79.56,55609
2720,User2720,68.12,44459
2721,User2721,64.48,40038
2722,User2722,95.75,76841
2723,User2723,92.11,73082
2724,User2724,97.73,31787
2725,User2725,62.36,32155
2726,User2726,88.58,49928
2727,User2727,71.9,96479
2728,User2728,89.15,45196
2729,User2729,84.9,61721
2730,User2730,62.38,97471
2731,User2731,97.06,98183
2732,User2732,94.14,68872
2733,User2733,90.05,54741
2734,User2734,94.09,94833
2735,User2735,87.87,47260
2736,User2736,93.11,79568
2737,User2737,76.95,35238
2738,User2738,72.11,52179
2739,User2739,80.54,40394
2740,User2740,82.19,72150
2741,User2741,73.21,20563
2742,User2742,94.18,59737
2743,User2743,69.78,79253
2744,User2744,76.69,82149
2745,User2745,60.11,92728
2746,User2746,88.6,70099
2747,User2747,90.58,63520
2748,User2748,83.21,45622
2749,User2749,83.51,68495
2750,User2750,89.69,84863
2751,User2751,63.47,74117
2752,User2752,60.99,58399
2753,User2753,83.1,79272
2754,User2754,84.99,90925
2755,User2755,76.67,33385
2756,User2756,67.09,87485
2757,User2757,82.27,93377
2758,User2758,93.41,92830
2759,User2759,77.26,61124
2760,User2760,67.61,36498
2761,User2761,90.46,22081
2762,User2762,72.27,43177
2763,User2763,68.13,41787
2764,User2764,84.93,99207
2765,User2765,74.71,80274
2766,User2766,95.64,38298
2767,User2767,92.16,25385
2768,User2768,77.57,58370
2769,User2769,60.69,61591
2770,User2770,65.31,52033
2771,User2771,99.28,58539
2772,User2772,96.7,56645
2773,User2773,77.75,94119
2774,User2774,60.36,65174
2775,User2775,63.2,39386
2776,User2776,74.08,47690
2777,User2777,89.02,49453
2778,User2778,84.89,93128
2779,User2779,91.58,97130
2780,User2780,68.71,67573
2781,User2781,60.56,75379
2782,User2782,65.88,99451
2783,User2783,90.1,45984
2784,User2784,81.95,86534
2785,User2785,67.67,47156
2786,User2786,71.83,89073
2787,User2787,98.98,56933
2788,User2788,87.28,29573
2789,User2789,60.15,48842
2790,User2790,96.54,94849
2791,User2791,65.76,45367
2792,User2792,72.57,53824
2793,User2793,61.39,42201
2794,User2794,72.38,71541
2795,User2795,69.79,98305
2796,User2796,98.59,89632
2797,User2797,66.88,86522
2798,User2798,81.54,33990
2799,User2799,65.81,27122
2800,User2800,69.65,97619
2801,User2801,95.45,60731
2802,User2802,60.72,79250
2803,User2803,84.03,88712
2804,User2804,87.86,75586
2805,User2805,88.68,58775
2806,User2806,76.8,59315
2807,User2807,81.27,76441
2808,User2808,63.08,30902
2809,User2809,76.73,43551
2810,User2810,78.92,34080
2811,User2811,77.75,92186
2812,User2812,99.23,24324
2813,User2813,81.53,26254
2814,User2814,71.02,44198
2815,User2815,68.2,37105
2816,User2816,76.26,56759
2817,User2817,99.14,63448
2818,User2818,97.23,86146
2819,User2819,61.06,63914
2820,User2820,68.62,32247
2821,User2821,69.88,64213
2822,User2822,61.79,88265
2823,User2823,93.67,75019
2824,User2824,74.32,28494
2825,User2825,64.21,35003
2826,User2826,82.79,33511
2827,User2827,73.0,30435
2828,User2828,85.0,40704
2829,User2829,72.04,54011
2830,User2830,80.77,29978
2831,User2831,80.39,22883
2832,User2832,73.43,33145
2833,User2833,87.99,37959
2834,User2834,68.47,20931
2835,User2835,69.3,32254
2836,User2836,87.7,29801
2837,User2837,65.14,22840
2838,User2838,75.86,66993
2839,User2839,62.0,61575
2840,User2840,84.04,78939
2841,User2841,83.28,76318
2842,User2842,83.13,34730
2843,User2843,66.87,79098
2844,User2844,68.69,38843
2845,User2845,65.41,54424
2846,User2846,92.26,61846
2847,User2847,82.65,21204
2848,User2848,71.6,79870
2849,User2849,67.54,73767
2850,User2850,86.16,43418
2851,User2851,83.67,52507
2852,User2852,88.11,82998
2853,User2853,68.55,73495
2854,User2854,99.39,60459
2855,User2855,66.67,47812
2856,User2856,88.62,48682
2857,User2857,93.2,89090
2858,User2858,62.19,76917
2859,User2859,69.18,29065
2860,User2860,87.61,28770
2861,User2861,96.08,91445
2862,User2862,92.76,46606
2863,User2863,67.03,58236
2864,User2864,80.7,94282
2865,User2865,99.8,93177
2866,User2866,97.6,87583
2867,User2867,70.2,63799
2868,User2868,97.34,48802
2869,User2869,93.12,44100
2870,User2870,83.81,91662
2871,User2871,79.85,91016
2872,User2872,75.63,23677
2873,User2873,94.83,22648
2874,User2874,83.17,49039
2875,User2875,96.76,98855
2876,User2876,99.34,34470
2877,User2877,83.95,73346
2878,User2878,95.11,57927
2879,User2879,72.09,22536
2880,User2880,86.94,69961
2881,User2881,62.58,76128
2882,User2882,74.98,25058
2883,User2883,84.65,90507
2884,User2884,88.64,81422
2885,User2885,73.46,73687
2886,User2886,77.48,67838
2887,User2887,65.06,33034
2888,User2888,74.23,36900
2889,User2889,93.52,75899
2890,User2890,87.96,86662
2891,User2891,62.17,99796
2892,User2892,71.97,96596
2893,User2893,94.34,91542
2894,User2894,79.04,60337
2895,User2895,89.76,22209
2896,User2896,88.09,29382
2897,User2897,88.05,98826
2898,User2898,96.33,55842
2899,User2899,87.93,30643
2900,User2900,63.71,37975
2901,User2901,95.23,44268
2902,User2902,60.23,40801
2903,User2903,80.37,32091
2904,User2904,67.9,33974
2905,User2905,65.38,75986
2906,User2906,64.02,38774
2907,User2907,83.9,98745
2908,User2908,62.64,52884
2909,User2909,85.51,57289
2910,User2910,71.48,88686
2911,User2911,72.92,23171
2912,User2912,94.01,22471
2913,User2913,91.03,57868
2914,User2914,85.61,41537
2915,User2915,87.02,63453
2916,User2916,93.61,58031
2917,User2917,69.41,27620
2918,User2918,92.97,24144
2919,User2919,78.39,41243
2920,User2920,63.21,74508
2921,User2921,99.55,33121
2922,User2922,67.06,28846
2923,User2923,86.89,73391
2924,User2924,74.74,96103
2925,User2925,81.38,23388
2926,User2926,63.43,90165
2927,User2927,69.15,93643
2928,User2928,64.68,35453
2929,User2929,85.34,32114
2930,User2930,91.64,30683
2931,User2931,97.35,61536
2932,User2932,88.56,72659
2933,User2933,89.82,55905
2934,User2934,84.15,97054
2935,User2935,61.72,31335
2936,User2936,86.21,36492
2937,User2937,65.94,48990
2938,User2938,73.89,58105
2939,User2939,87.4,74250
2940,User2940,62.97,71277
2941,User2941,84.59,92464
2942,User2942,91.72,29407
2943,User2943,63.02,27688
2944,User2944,78.45,60296
2945,User2945,76.05,93032
2946,User2946,68.87,80023
2947,User2947,98.65,28759
2948,User2948,61.64,63904
2949,User2949,69.57,94502
2950,User2950,77.87,74889
2951,User2951,97.27,71629
2952,User2952,93.91,39211
2953,User2953,67.88,98049
2954,User2954,95.4,89099
2955,User2955,69.4,58496
2956,User2956,84.44,90981
2957,User2957,61.53,24695
2958,User2958,77.74,99913
2959,User2959,64.37,24677
2960,User2960,79.3,83780
2961,User2961,92.77,66651
2962,User2962,67.85,71281
2963,User2963,69.16,58339
2964,User2964,60.81,72738
2965,User2965,60.6,78837
2966,User2966,71.54,93099
2967,User2967,70.78,71610
2968,User2968,64.24,74412
2969,User2969,93.33,36549
2970,User2970,73.19,30061
2971,User2971,98.27,70645
2972,User2972,90.41,64286
2973,User2973,87.59,42954
2974,User2974,95.41,39911
2975,User2975,61.88,81765
2976,User2976,60.82,71263
2977,User2977,60.6,87377
2978,User2978,97.79,57643
2979,User2979,60.73,79371
2980,User2980,82.72,71137
2981,User2981,68.7,78744
2982,User2982,60.2,51868
2983,User2983,60.45,51881
2984,User2984,86.8,96983
2985,User2985,65.92,39245
2986,User2986,83.02,39927
2987,User2987,72.92,93408
2988,User2988,95.68,50272
2989,User2989,94.62,65148
2990,User2990,70.15,44028
2991,User2991,60.86,75231
2992,User2992,66.56,58657
2993,User2993,81.61,35024
2994,User2994,86.24,30498
2995,User2995,83.62,81427
2996,User2996,96.9,64758
2997,User2997,96.72,41348
2998,User2998,73.65,47077
2999,User2999,63.01,87499
3000,User3000,64.48,40669
3001,User3001,69.99,91767
3002,User3002,93.62,99845
3003,User3003,92.24,69423
3004,User3004,83.43,87946
3005,User3005,94.78,86912
3006,User3006,62.77,71397
3007,User3007,87.41,56492
3008,User3008,83.52,50472
3009,User3009,90.99,91442
3010,User3010,95.15,39459
3011,User3011,92.86,50364
3012,User3012,82.25,89171
3013,User3013,83.03,83774
3014,User3014,99.77,30924
3015,User3015,98.46,30778
3016,User3016,66.26,27498
3017,User3017,91.28,28595
3018,User3018,78.85,46392
3019,User3019,81.17,22247
3020,User3020,89.17,34692
3021,User3021,98.64,23612
3022,User3022,81.32,27853
3023,User3023,87.78,91189
3024,User3024,72.6,51366
3025,User3025,68.31,80832
3026,User3026,85.29,70207
3027,User3027,69.79,40679
3028,User3028,68.6,64455
3029,User3029,63.08,35024
3030,User3030,88.75,62991
3031,User3031,92.28,50666
3032,User3032,74.8,79777
3033,User3033,89.55,23277
3034,User3034,70.94,94470
3035,User3035,89.81,97636
3036,User3036,79.57,66202
3037,User3037,61.03,60740
3038,User3038,75.69,44433
3039,User3039,65.94,21425
3040,User3040,81.14,67596
3041,User3041,90.39,56068
3042,User3042,73.63,24901
3043,User3043,86.46,79261
3044,User3044,68.4,86268
3045,User3045,84.29,49210
3046,User3046,62.1,22621
3047,User3047,95.43,40243
3048,User3048,89.45,59654
3049,User3049,89.82,54025
3050,User3050,88.03,90593
3051,User3051,60.86,69389
3052,User3052,93.18,65455
3053,User3053,96.02,90108
3054,User3054,98.83,47419
3055,User3055,97.95,20604
3056,User3056,85.73,68748
3057,User3057,63.25,57708
3058,User3058,79.24,58269
3059,User3059,87.5,43343
3060,User3060,78.81,55584
3061,User3061,81.57,57655
3062,User3062,62.76,74040
3063,User3063,76.09,42767
3064,User3064,94.6,51754
3065,User3065,62.35,51194
3066,User3066,86.71,78828
3067,User3067,84.56,41976
3068,User3068,79.45,75169
3069,User3069,79.25,66132
3070,User3070,86.5,91007
3071,User3071,61.53,68377
3072,User3072,60.91,98978
3073,User3073,65.63,30013
3074,User3074,86.88,40713
3075,User3075,74.83,75227
3076,User3076,90.57,22529
3077,User3077,80.16,63166
3078,User3078,96.87,42506
3079,User3079,69.27,89287
3080,User3080,97.94,63451
3081,User3081,82.78,40053
3082,User3082,69.97,80352
3083,User3083,66.74,54028
3084,User3084,80.72,63160
3085,User3085,73.96,40764
3086,User3086,63.26,59744
3087,User3087,73.46,24509
3088,User3088,65.54,33239
3089,User3089,74.15,46260
3090,User3090,88.83,39180
3091,User3091,73.18,25465
3092,User3092,93.09,59615
3093,User3093,86.35,41533
3094,User3094,98.14,29175
3095,User3095,68.77,70282
3096,User3096,84.73,65156
3097,User3097,82.8,25640
3098,User3098,92.81,22596
3099,User3099,71.02,61718
3100,User3100,75.89,82431
3101,User3101,71.71,68312
3102,User3102,97.37,77911
3103,User3103,77.32,74570
3104,User3104,93.83,48068
3105,User3105,70.41,69838
3106,User3106,65.05,34024
3107,User3107,64.13,34115
3108,User3108,81.53,71260
3109,User3109,80.98,41494
3110,User3110,95.64,51926
3111,User3111,84.35,92660
3112,User3112,79.41,25865
3113,User3113,71.84,93713
3114,User3114,73.85,75615
3115,User3115,87.08,30551
3116,User3116,75.15,40294
3117,User3117,60.74,94069
3118,User3118,77.65,64861
3119,User3119,76.46,37680
3120,User3120,62.08,28950
3121,User3121,91.07,21474
3122,User3122,62.26,69277
3123,User3123,91.05,25059
3124,User3124,91.59,57961
3125,User3125,82.13,29646
3126,User3126,80.61,41157
3127,User3127,97.8,34637
3128,User3128,63.1,44952
3129,User3129,71.47,33797
3130,User3130,89.11,77785
3131,User3131,92.45,99508
3132,User3132,93.79,71462
3133,User3133,97.11,90183
3134,User3134,60.13,25079
3135,User3135,83.37,49757
3136,User3136,87.35,94623
3137,User3137,96.12,59659
3138,User3138,89.75,30670
3139,User3139,70.94,56007
3140,User3140,84.11,93225
3141,User3141,72.45,40048
3142,User3142,80.72,81278
3143,User3143,76.81,73406
3144,User3144,69.43,28925
3145,User3145,85.81,48678
3146,User3146,69.53,20933
3147,User3147,78.22,24746
3148,User3148,95.3,73908
3149,User3149,86.55,39497
3150,User3150,81.17,28266
3151,User3151,64.86,61559
3152,User3152,68.43,37411
3153,User3153,80.03,40128
3154,User3154,90.36,26833
3155,User3155,63.07,69934
3156,User3156,75.53,29226
3157,User3157,67.62,97498
3158,User3158,90.04,65782
3159,User3159,98.95,32079
3160,User3160,99.51,67280
3161,User3161,69.19,67929
3162,User3162,69.45,96717
3163,User3163,99.02,24083
3164,User3164,66.7,83351
3165,User3165,98.09,76226
3166,User3166,69.53,29006
3167,User3167,83.01,82953
3168,User3168,65.52,57554
3169,User3169,69.03,46657
3170,User3170,82.18,30522
3171,User3171,64.6,37660
3172,User3172,88.74,54627
3173,User3173,70.49,40206
3174,User3174,61.93,96811
3175,User3175,77.44,50432
3176,User3176,89.78,86525
3177,User3177,89.35,55091
3178,User3178,79.89,84871
3179,User3179,75.1,56953
3180,User3180,61.23,51094
3181,User3181,66.8,68766
3182,User3182,83.44,29052
3183,User3183,92.39,94495
3184,User3184,67.8,34737
3185,User3185,70.59,78572
3186,User3186,64.79,33081
3187,User3187,73.22,59458
3188,User3188,83.26,38163
3189,User3189,61.81,23559
3190,User3190,70.54,65576
3191,User3191,72.1,22824
3192,User3192,76.0,98056
3193,User3193,62.22,66734
3194,User3194,70.23,34219
3195,User3195,93.36,73229
3196,User3196,77.74,21392
3197,User3197,80.82,49604
3198,User3198,96.02,45935
3199,User3199,99.17,52962
3200,User3200,86.24,55701
3201,User3201,64.83,84913
3202,User3202,88.64,71151
3203,User3203,87.21,56852
3204,User3204,71.18,86975
3205,User3205,99.05,77437
3206,User3206,78.25,95392
3207,User3207,67.73,95994
3208,User3208,75.08,30523
3209,User3209,89.77,74531
3210,User3210,63.08,92220
3211,User3211,99.71,98731
3212,User3212,78.22,73854
3213,User3213,85.66,55485
3214,User3214,92.12,47752
3215,User3215,65.82,90234
3216,User3216,75.49,26625
3217,User3217,67.86,86252
3218,User3218,97.17,58172
3219,User3219,97.59,30903
3220,User3220,68.26,62910
3221,User3221,85.77,88247
3222,User3222,84.75,59173
3223,User3223,81.02,28787
3224,User3224,62.91,65601
3225,User3225,99.84,48894
3226,User3226,63.23,50671
3227,User3227,63.57,78187
3228,User3228,69.26,79764
3229,User3229,77.14,87568
3230,User3230,72.11,38552
3231,User3231,73.43,45788
3232,User3232,70.75,90167
3233,User3233,99.9,42841
3234,User3234,71.48,50168
3235,User3235,60.23,94540
3236,User3236,83.63,95255
3237,User3237,90.57,84290
3238,User3238,62.29,74260
3239,User3239,83.25,25276
3240,User3240,70.01,81615
3241,User3241,84.62,31230
3242,User3242,78.95,46063
3243,User3243,98.34,82821
3244,User3244,99.08,40100
3245,User3245,79.15,84957
3246,User3246,65.49,27066
3247,User3247,97.36,53410
3248,User3248,78.89,20626
3249,User3249,78.18,57669
3250,User3250,91.76,37898
3251,User3251,63.86,53085
3252,User3252,93.03,41969
3253,User3253,96.04,94420
3254,User3254,92.16,64010
3255,User3255,84.06,72990
3256,User3256,81.83,77497
3257,User3257,69.91,59163
3258,User3258,69.88,25822
3259,User3259,95.81,96121
3260,User3260,84.71,78741
3261,User3261,94.23,82271
3262,User3262,88.41,98543
3263,User3263,65.17,28883
3264,User3264,85.89,99846
3265,User3265,99.21,62950
3266,User3266,69.85,27233
3267,User3267,91.39,48551
3268,User3268,99.68,82535
3269,User3269,80.46,60574
3270,User3270,62.01,69378
3271,User3271,93.16,74567
3272,User3272,88.11,96837
3273,User3273,79.98,45184
3274,User3274,92.19,51543
3275,User3275,87.42,58561
3276,User3276,71.4,77301
3277,User3277,87.89,42015
3278,User3278,81.23,46818
3279,User3279,68.54,78933
3280,User3280,74.28,34753
3281,User3281,64.2,32875
3282,User3282,99.28,52156
3283,User3283,79.25,75773
3284,User3284,73.65,86110
3285,User3285,73.35,87719
3286,User3286,92.89,89814
3287,User3287,80.97,45901
3288,User3288,78.53,60131
3289,User3289,73.37,89315
3290,User3290,70.41,87289
3291,User3291,91.95,24739
3292,User3292,81.23,71752
3293,User3293,96.31,20786
3294,User3294,61.14,58341
3295,User3295,65.53,33011
3296,User3296,96.39,41971
3297,User3297,96.32,76222
3298,User3298,93.97,29707
3299,User3299,88.19,39946
3300,User3300,74.96,47283
3301,User3301,92.06,58003
3302,User3302,74.95,43499
3303,User3303,81.5,92579
3304,User3304,81.19,76253
3305,User3305,80.64,32562
3306,User3306,83.76,96867
3307,User3307,80.82,35647
3308,User3308,69.32,36550
3309,User3309,96.01,26057
3310,User3310,61.02,38682
3311,User3311,89.82,79226
3312,User3312,77.79,97275
3313,User3313,62.74,67732
3314,User3314,88.63,72671
3315,User3315,76.73,27303
3316,User3316,98.42,89365
3317,User3317,89.64,54050
3318,User3318,67.35,98650
3319,User3319,69.77,65073
3320,User3320,89.62,31730
3321,User3321,84.39,77595
3322,User3322,67.8,38251
3323,User3323,86.84,99840
3324,User3324,63.22,53895
3325,User3325,80.13,33172
3326,User3326,79.39,30129
3327,User3327,78.45,87419
3328,User3328,84.84,61055
3329,User3329,86.84,47354
3330,User3330,70.78,36570
3331,User3331,63.66,92023
3332,User3332,65.7,46795
3333,User3333,81.9,21381
3334,User3334,89.23,48430
3335,User3335,98.19,71526
3336,User3336,76.98,21154
3337,User3337,94.38,27981
3338,User3338,76.29,57522
3339,User3339,75.08,48668
3340,User3340,92.76,25831
3341,User3341,73.13,96271
3342,User3342,81.48,95137
3343,User3343,73.42,86356
3344,User3344,90.93,31834
3345,User3345,68.59,74807
3346,User3346,83.56,77602
3347,User3347,74.21,50132
3348,User3348,62.43,64398
3349,User3349,73.17,28928
3350,User3350,81.89,47189
3351,User3351,95.42,86754
3352,User3352,78.63,48591
3353,User3353,79.93,57613
3354,User3354,82.35,34171
3355,User3355,61.82,39490
3356,User3356,65.29,29395
3357,User3357,89.11,46680
3358,User3358,68.72,35083
3359,User3359,69.61,32238
3360,User3360,98.82,29452
3361,User3361,98.91,78430
3362,User3362,82.59,99574
3363,User3363,92.85,33739
3364,User3364,79.83,42568
3365,User3365,74.67,57377
3366,User3366,74.06,42757
3367,User3367,71.75,58238
3368,User3368,80.19,28586
3369,User3369,72.99,46730
3370,User3370,77.9,49859
3371,User3371,71.74,63863
3372,User3372,74.96,97794
3373,User3373,60.84,36038
3374,User3374,83.55,38624
3375,User3375,95.32,56359
3376,User3376,66.02,99131
3377,User3377,80.6,68375
3378,User3378,66.69,64916
3379,User3379,73.7,28566
3380,User3380,95.5,71786
3381,User3381,73.35,53466
3382,User3382,97.06,30937
3383,User3383,90.06,28252
3384,User3384,82.98,81593
3385,User3385,91.95,31101
3386,User3386,94.3,98980
3387,User3387,70.65,36551
3388,User3388,95.89,96796
3389,User3389,77.26,20250
3390,User3390,72.72,42052
3391,User3391,75.85,38596
3392,User3392,76.0,96326
3393,User3393,89.04,90231
3394,User3394,96.28,64781
3395,User3395,61.89,27432
3396,User3396,74.71,26254
3397,User3397,75.06,59494
3398,User3398,65.59,64673
3399,User3399,65.55,43258
3400,User3400,87.64,73168
3401,User3401,92.64,85556
3402,User3402,87.17,67397
3403,User3403,70.42,41881
3404,User3404,66.98,84089
3405,User3405,79.14,45169
3406,User3406,79.91,98018
3407,User3407,71.21,38956
3408,User3408,63.21,55265
3409,User3409,67.19,56099
3410,User3410,79.41,91675
3411,User3411,77.49,73714
3412,User3412,81.99,21086
3413,User3413,76.57,29035
3414,User3414,85.17,85592
3415,User3415,61.04,99400
3416,User3416,86.37,26678
3417,User3417,83.05,62023
3418,User3418,95.02,52174
3419,User3419,82.36,40135
3420,User3420,89.49,75874
3421,User3421,83.03,71525
3422,User3422,73.37,35444
3423,User3423,69.84,63910
3424,User3424,61.99,73716
3425,User3425,88.94,94807
3426,User3426,91.06,52717
3427,User3427,88.53,27610
3428,User3428,86.53,80585
3429,User3429,64.28,66346
3430,User3430,71.33,51612
3431,User3431,68.72,32274
3432,User3432,75.09,78015
3433,User3433,72.2,56657
3434,User3434,74.05,87194
3435,User3435,85.83,59246
3436,User3436,94.89,96042
3437,User3437,76.29,55789
3438,User3438,61.12,39238
3439,User3439,76.77,92162
3440,User3440,73.93,24519
3441,User3441,70.32,29931
3442,User3442,90.45,74997
3443,User3443,88.23,77839
3444,User3444,78.97,20951
3445,User3445,80.31,93043
3446,User3446,85.95,95459
3447,User3447,88.8,70155
3448,User3448,92.76,46836
3449,User3449,75.51,39772
3450,User3450,87.52,88644
3451,User3451,89.43,52374
3452,User3452,79.93,80196
3453,User3453,94.41,94256
3454,User3454,81.08,38913
3455,User3455,91.22,58444
3456,User3456,74.21,41495
3457,User3457,71.38,71516
3458,User3458,99.52,99908
3459,User3459,78.86,39696
3460,User3460,91.93,79330
3461,User3461,76.63,69142
3462,User3462,98.09,32147
3463,User3463,87.71,67230
3464,User3464,99.41,38675
3465,User3465,92.56,56487
3466,User3466,72.15,69013
3467,User3467,92.63,78327
3468,User3468,61.35,55414
3469,User3469,70.71,53617
3470,User3470,78.75,81041
3471,User3471,81.07,50661
3472,User3472,89.03,83385
3473,User3473,99.8,96545
3474,User3474,91.02,76996
3475,User3475,76.07,45372
3476,User3476,91.75,67069
3477,User3477,87.32,99397
3478,User3478,93.17,28694
3479,User3479,60.16,58407
3480,User3480,94.9,33931
3481,User3481,78.38,42710
3482,User3482,92.08,66713
3483,User3483,65.86,86551
3484,User3484,64.64,33438
3485,User3485,84.74,25866
3486,User3486,79.21,38216
3487,User3487,67.31,94919
3488,User3488,65.68,60026
3489,User3489,84.02,97086
3490,User3490,96.94,80517
3491,User3491,60.7,22412
3492,User3492,79.89,31461
3493,User3493,68.08,21840
3494,User3494,68.78,26411
3495,User3495,82.23,42557
3496,User3496,61.24,24776
3497,User3497,87.39,59463
3498,User3498,60.09,88982
3499,User3499,72.94,47025
3500,User3500,85.92,68904
3501,User3501,91.06,91302
3502,User3502,85.54,36877
3503,User3503,86.94,98777
3504,User3504,63.18,94634
3505,User3505,80.06,87205
3506,User3506,78.08,91581
3507,User3507,65.49,67755
3508,User3508,72.62,52262
3509,User3509,60.18,39717
3510,User3510,92.27,97573
3511,User3511,92.18,56376
3512,User3512,75.0,41148
3513,User3513,86.06,78059
3514,User3514,67.03,25580
3515,User3515,66.88,55620
3516,User3516,88.17,91476
3517,User3517,80.61,96890
3518,User3518,87.02,94614
3519,User3519,61.62,38818
3520,User3520,65.87,44445
3521,User3521,69.53,55920
3522,User3522,96.2,83067
3523,User3523,75.25,85722
3524,User3524,93.54,53450
3525,User3525,76.8,71231
3526,User3526,63.66,81188
3527,User3527,63.36,68266
3528,User3528,95.88,47048
3529,User3529,85.97,60065
3530,User3530,72.34,59558
3531,User3531,63.95,34815
3532,User3532,94.19,63750
3533,User3533,89.24,96463
3534,User3534,85.06,48801
3535,User3535,89.67,31404
3536,User3536,80.43,22821
3537,User3537,98.54,97894
3538,User3538,91.06,89080
3539,User3539,67.98,96194
3540,User3540,75.49,70158
3541,User3541,65.77,79849
3542,User3542,88.11,51433
3543,User3543,73.71,28042
3544,User3544,86.24,98019
3545,User3545,86.34,65918
3546,User3546,67.64,95767
3547,User3547,88.92,84180
3548,User3548,85.69,22823
3549,User3549,76.7,43057
3550,User3550,96.21,65718
3551,User3551,60.49,68908
3552,User3552,69.74,48607
3553,User3553,95.72,33815
3554,User3554,92.88,86954
3555,User3555,70.11,29559
3556,User3556,64.39,42220
3557,User3557,99.18,80386
3558,User3558,99.67,85417
3559,User3559,64.72,36870
3560,User3560,80.07,95249
3561,User3561,94.49,52967
3562,User3562,69.03,45164
3563,User3563,81.85,58156
3564,User3564,76.41,97822
3565,User3565,94.39,37980
3566,User3566,71.24,79421
3567,User3567,87.46,85120
3568,User3568,81.62,64906
3569,User3569,62.55,41532
3570,User3570,73.66,95363
3571,User3571,74.75,27132
3572,User3572,83.67,87173
3573,User3573,83.08,95894
3574,User3574,86.77,31887
3575,User3575,66.17,64698
3576,User3576,64.81,60874
3577,User3577,77.35,30084
3578,User3578,81.69,42878
3579,User3579,93.61,68340
3580,User3580,90.38,21840
3581,User3581,94.68,52720
3582,User3582,88.42,55277
3583,User3583,73.74,98800
3584,User3584,83.67,29673
3585,User3585,71.89,86404
3586,User3586,97.97,73074
3587,User3587,90.69,74520
3588,User3588,74.23,35581
3589,User3589,66.73,64966
3590,User3590,90.65,50466
3591,User3591,91.76,29568
3592,User3592,94.29,63894
3593,User3593,94.87,45039
3594,User3594,92.01,25217
3595,User3595,62.19,43363
3596,User3596,80.82,54461
3597,User3597,68.22,30840
3598,User3598,64.58,63693
3599,User3599,70.28,65329
3600,User3600,78.97,80099
3601,User3601,87.16,62777
3602,User3602,92.97,68196
3603,User3603,95.78,83950
3604,User3604,84.48,44631
3605,User3605,68.13,24510
3606,User3606,78.3,21699
3607,User3607,74.67,84282
3608,User3608,88.35,30575
3609,User3609,79.51,70130
3610,User3610,72.86,60288
3611,User3611,68.62,56986
3612,User3612,89.06,49724
3613,User3613,99.97,30339
3614,User3614,86.62,95210
3615,User3615,92.95,93126
3616,User3616,68.64,80128
3617,User3617,77.78,56028
3618,User3618,67.87,96980
3619,User3619,67.17,24783
3620,User3620,88.0,80195
3621,User3621,92.63,28122
3622,User3622,81.02,85734
3623,User3623,62.19,53528
3624,User3624,75.7,76426
3625,User3625,98.84,29664
3626,User3626,90.54,34338
3627,User3627,83.71,86435
3628,User3628,89.45,75168
3629,User3629,62.38,22273
3630,User3630,76.36,46338
3631,User3631,97.08,25126
3632,User3632,76.5,43818
3633,User3633,87.17,75177
3634,User3634,68.15,71236
3635,User3635,87.89,20801
3636,User3636,74.39,67050
3637,User3637,65.7,64852
3638,User3638,83.33,33301
3639,User3639,88.88,56761
3640,User3640,97.11,79926
3641,User3641,97.22,27132
3642,User3642,95.68,65602
3643,User3643,69.42,29376
3644,User3644,71.01,71856
3645,User3645,95.78,64787
3646,User3646,89.25,69580
3647,User3647,70.37,28296
3648,User3648,74.9,55098
3649,User3649,62.6,86864
3650,User3650,65.7,33324
3651,User3651,66.37,57552
3652,User3652,83.69,58980
3653,User3653,97.1,49570
3654,User3654,93.13,50104
3655,User3655,84.86,26793
3656,User3656,91.95,51743
3657,User3657,74.04,95230
3658,User3658,97.92,95023
3659,User3659,77.0,52433
3660,User3660,66.41,94795
3661,User3661,93.19,95172
3662,User3662,83.73,55520
3663,User3663,97.48,37595
3664,User3664,73.9,21557
3665,User3665,90.51,27429
3666,User3666,68.37,30778
3667,User3667,69.06,96246
3668,User3668,98.69,94511
3669,User3669,96.64,93152
3670,User3670,98.14,54969
3671,User3671,98.26,38872
3672,User3672,77.35,69341
3673,User3673,91.24,85336
3674,User3674,66.5,94672
3675,User3675,83.06,86628
3676,User3676,99.68,40882
3677,User3677,80.15,66685
3678,User3678,92.92,34378
3679,User3679,91.8,77494
3680,User3680,60.89,54786
3681,User3681,94.89,22401
3682,User3682,63.14,43905
3683,User3683,96.78,21625
3684,User3684,66.84,35339
3685,User3685,81.18,41817
